category,treatment,slug,current_image,shared_with
"Acne & Scars","Punch Excision","punch-excision","/images/treatments/photo-1669998966162-9837617177cd.jpg","IV Wellness Drips; Antioxidant Infusion; Digital Dermoscopy; Hyperhidrosis Assessment; Brittle Nail Investigation"
"Acne & Scars","Scar Filling","scar-filler","/images/treatments/photo-1761819922656-d1b77eef49c0.jpg","PDO Mono Threads; Forehead Lines; Filler Dissolving; Under-Eye Mesotherapy; Temple Restoration; Skin Booster Course"
"Acne & Scars","Microneedling for Scars","microneedling-scars","/images/treatments/photo-1754941622136-6664a3f50b2e.jpg","RF Microneedling; Carbon Laser Peel; RF Microneedling; Full Face; Freckle & Sunspot Clearing; Rosacea Programme; Facial Thread Veins"
"Acne & Scars","Intralesional Injection","intralesional-steroid","/images/treatments/photo-1785861485926-93a13556d656.jpg","Cog Thread Lift; Frown Lines; Cheek Augmentation; Under-Eye PRP; Full Facial Balancing; Lip Hydration Boost"
"Acne & Scars","Oral Retinoid Programme","isotretinoin-monitoring","/images/treatments/photo-1742280159636-3a06652ac9d9.jpg","Antioxidant Drip; Immunity Support Infusion; Eczema & Barrier Repair; Birthmark Assessment; Persistent Nappy Rash"
"Acne & Scars","Keloid Management","keloid-treatment","/images/treatments/photo-1700760933574-9f0f4ea9aa3b.jpg","Deficiency Screening; Bridal Consultation; Sensitised Skin Reset; Plantar Sweat Treatment; Teen Skin Consultation"
"Acne & Scars","Hypertrophic Scar Treatment","hypertrophic-scar","/images/treatments/photo-1700760933941-3a06a28fbf47.jpg","Rehydration Drip; Shaving Acne & Ingrowns; Mole & Skin Check; Lash Line Health Review; Fungal Nail Treatment"
"Acne & Scars","Post-Acne Mark Treatment","post-acne-pigmentation","/images/treatments/photo-1754941622117-97957c5d669b.jpg","HIFU Skin Tightening; Laser Toning; Light Fractional Resurfacing; Upper Lip & Chin; Hori's Nevus Treatment; Black Ink Removal; Rosacea Vessel Treatment"
"Acne & Scars","Hormonal Acne Assessment","hormonal-acne-workup","/images/treatments/photo-1700760934166-4c766d708139.jpg","Skin Nutrition Plan; Gynecomastia Assessment; Allergy Patch Testing; Cherry Angioma Removal; Ingrown Toenail Procedure"
"Acne & Scars","Back & Chest Acne","back-acne-treatment","/images/treatments/photo-1519823551278-64ac92734fb1.jpg","Cellulite Treatment"
"Pigmentation & Melasma","Melasma Protocol","melasma-treatment","/images/treatments/photo-1754941622138-b3c3671f2fa8.jpg","Thread Lift; Décolleté Firming; Q-Switched Nd:YAG; Underarms; Periorbital Tightening; Coloured Tattoo Removal; Neck & Chest Redness"
"Pigmentation & Melasma","Pigmentation Treatment","pigmentation","/images/treatments/photo-1785861433534-8cd4c7b994fa.jpg","LED Phototherapy; Density HIFU; Vascular Laser; Full Arms; Eyelid Resurfacing; Cosmetic Tattoo Removal; Iontophoresis"
"Pigmentation & Melasma","Underarm & Intimate Lightening","underarm-lightening","/images/treatments/photo-1785861775561-c6db7da314a0.jpg","Carbon Laser Peel; Neck Tightening RF; Laser Genesis; Full Legs; Facial Slimming HIFU; Tattoo Fading for Cover-Up; Microwave Gland Treatment"
"Pigmentation & Melasma","De-Tan Programme","tan-removal","/images/treatments/photo-1761819922058-d15028ed9817.jpg","Neck & Décolleté Lift; IPL Photofacial; Thulium Laser; Bikini & Intimate; PCOS Facial Hair Programme; Men's Body Hair Reduction; Nail Fungus Laser"
"Pigmentation & Melasma","Dark Circle Correction","dark-circles","/images/treatments/photo-1598300195998-364bf445842c.jpg","Collagen Biostimulators; Fractional Resurfacing; Insulated RF Microneedling; Beard Shaping (Men); Low-Level Laser Therapy; Tattoo Removal; Lip Pigmentation Treatment"
"Pigmentation & Melasma","Freckle & Sunspot Clearing","freckle-removal","/images/treatments/photo-1754941622136-6664a3f50b2e.jpg","RF Microneedling; Carbon Laser Peel; RF Microneedling; Full Face; Microneedling for Scars; Rosacea Programme; Facial Thread Veins"
"Pigmentation & Melasma","Melasma Programme","melasma-programme","/images/treatments/photo-1616391182219-e080b4d1043a.jpg","Stress, Sleep & Skin; Executive Skin Review; Full Skin Examination; Venous Assessment; Nail Psoriasis Care"
"Pigmentation & Melasma","Tranexamic Acid Therapy","tranexamic-therapy","/images/treatments/photo-1589279003513-467d320f47eb.jpg","IV Hydration; Rosacea Management; Teledermatology Review; Regenerative Consultation; Molluscum Contagiosum"
"Pigmentation & Melasma","Glutathione Infusion","glutathione-iv","/images/treatments/photo-1706795033849-7ca391f007c5.jpg","Vitamin C Infusion; Anti-Ageing Programme; Removal Assessment; Surgical Scar Revision; Children's Wart Treatment"
"Pigmentation & Melasma","Brightening Peel","kojic-peel","/images/treatments/photo-1616394584738-fc6e612e71b9.jpg","Skin Boosters"
"Pigmentation & Melasma","Hori's Nevus Treatment","hori-nevus","/images/treatments/photo-1754941622117-97957c5d669b.jpg","HIFU Skin Tightening; Laser Toning; Light Fractional Resurfacing; Upper Lip & Chin; Post-Acne Mark Treatment; Black Ink Removal; Rosacea Vessel Treatment"
"Pigmentation & Melasma","Underarm Brightening","underarm-brightening","/images/treatments/photo-1745327883508-b6cd32e5dde5.jpg","Stretch Mark Resurfacing"
"Pigmentation & Melasma","Body Fold Brightening","intimate-brightening","/images/treatments/photo-1639162906614-0603b0ae95fd.jpg","Post-Pregnancy Programme"
"Pigmentation & Melasma","Sun Damage Repair","sun-damage-repair","/images/treatments/photo-1723540634462-528708cc17aa.jpg","Jawline Definition; Pico Laser; Long-Pulsed Nd:YAG; Full Body Package; Nd:YAG for Deeper Skin; Post-Tattoo Scar Treatment; Intimate Laser Therapy"
"Pigmentation & Melasma","Vitiligo Management","vitiligo-management","/images/treatments/photo-1763310225009-50214e3c99d9.jpg","Active Acne Programme; NAD+ Infusion; Mole Removal; Body Odour Management; Nail Pigment Band Review"
"Pigmentation & Melasma","Knuckle & Elbow Lightening","dark-knuckles","/images/treatments/photo-1544161515-4ab6ce6db874.jpg","Arm Contouring"
"Eye Rejuvenation","Tear Trough Correction","tear-trough-correction","/images/treatments/photo-1761819921052-2c34973e012c.jpg","Suspension Thread Lift; Crow's Feet; Tear Trough Filler; Liquid Rhinoplasty; Submental Fat Dissolving; Russian Lip Technique"
"Eye Rejuvenation","Crow's Feet Softening","crows-feet","/images/treatments/photo-1785861378703-1c991c4548ef.jpg","Non-Surgical Brow Lift; Bunny Lines; Chin Projection; Tip Lift & Refinement; Jaw Slimming Programme; Lip Border Definition"
"Eye Rejuvenation","Non-Surgical Eyelid Tightening","eyelid-tightening","/images/treatments/photo-1785861084191-3600dfc2a6d6.jpg","Eight-Point Lift; Lip Flip; Jawline Contouring; Nose Thread Lift; Cheekbone Definition; Perioral Line Treatment"
"Eye Rejuvenation","Under-Eye Brightening","eye-brightening","/images/treatments/photo-1785860945533-918a531bcdeb.jpg","Ballerina Lift; Chin Dimpling; Nasolabial Fold Softening; Nostril Slimming; Facial Asymmetry Correction; Corner Lift"
"Eye Rejuvenation","Chemical Brow Lift","brow-lift","/images/treatments/photo-1666446224369-2783384adf02.jpg","NCTF Mesotherapy; Neck Band Softening; Smile Line Softening; Calcium Hydroxylapatite Filler; Buccal Slimming (Non-Surgical); PRF Therapy"
"Eye Rejuvenation","Dark Circle Assessment","dark-circle-assessment","/images/treatments/photo-1771946259544-f021c0fff49a.jpg","Acne Scar Revision; Iron Infusion; Skin Tag Removal; Post-Partum Assessment; Post-Surgical Skin Care"
"Eye Rejuvenation","Under-Eye Mesotherapy","under-eye-mesotherapy","/images/treatments/photo-1761819922656-d1b77eef49c0.jpg","PDO Mono Threads; Forehead Lines; Filler Dissolving; Scar Filling; Temple Restoration; Skin Booster Course"
"Eye Rejuvenation","Under-Eye PRP","under-eye-prp","/images/treatments/photo-1785861485926-93a13556d656.jpg","Cog Thread Lift; Frown Lines; Cheek Augmentation; Intralesional Injection; Full Facial Balancing; Lip Hydration Boost"
"Eye Rejuvenation","Periorbital Tightening","eye-rf-tightening","/images/treatments/photo-1754941622138-b3c3671f2fa8.jpg","Thread Lift; Décolleté Firming; Q-Switched Nd:YAG; Underarms; Melasma Protocol; Coloured Tattoo Removal; Neck & Chest Redness"
"Eye Rejuvenation","Eyelid Resurfacing","eyelid-laser","/images/treatments/photo-1785861433534-8cd4c7b994fa.jpg","LED Phototherapy; Density HIFU; Vascular Laser; Full Arms; Pigmentation Treatment; Cosmetic Tattoo Removal; Iontophoresis"
"Eye Rejuvenation","Eye Bag Evaluation","eye-bag-assessment","/images/treatments/photo-1552256031-811fa8f0a7b1.jpg","Microneedling; Skin Health Blood Panel; Wart Treatment; Menopausal Skin Programme; Complication Review"
"Eye Rejuvenation","Milia Removal","milia-removal","/images/treatments/photo-1784798340504-a0893a7743da.jpg","Chemical Peels; Hormone Assessment; Eczema Management; Intimate Pigmentation Care; Advanced Wound Care"
"Eye Rejuvenation","Xanthelasma Removal","xanthelasma-removal","/images/treatments/photo-1785861001619-b263ebd4e615.jpg","Medical Extraction; Food Sensitivity Review; Psoriasis Management; Lichen Sclerosus Management; Aftercare Planning"
"Nose Reshaping","Liquid Rhinoplasty","liquid-rhinoplasty","/images/treatments/photo-1761819921052-2c34973e012c.jpg","Suspension Thread Lift; Crow's Feet; Tear Trough Filler; Tear Trough Correction; Submental Fat Dissolving; Russian Lip Technique"
"Nose Reshaping","Tip Lift & Refinement","nose-tip-lift","/images/treatments/photo-1785861378703-1c991c4548ef.jpg","Non-Surgical Brow Lift; Bunny Lines; Chin Projection; Crow's Feet Softening; Jaw Slimming Programme; Lip Border Definition"
"Nose Reshaping","Nose Thread Lift","nose-thread-lift","/images/treatments/photo-1785861084191-3600dfc2a6d6.jpg","Eight-Point Lift; Lip Flip; Jawline Contouring; Non-Surgical Eyelid Tightening; Cheekbone Definition; Perioral Line Treatment"
"Nose Reshaping","Nostril Slimming","nostril-slimming","/images/treatments/photo-1785860945533-918a531bcdeb.jpg","Ballerina Lift; Chin Dimpling; Nasolabial Fold Softening; Under-Eye Brightening; Facial Asymmetry Correction; Corner Lift"
"Nose Reshaping","Dorsal Hump Camouflage","nose-bump-camouflage","/images/treatments/photo-1746017062285-13c77e29fc25.jpg","Polynucleotide Therapy; Gummy Smile Correction; Chin & Jaw Contour; Collagen Stimulator; Injection Lipolysis; Lip Asymmetry Correction"
"Nose Reshaping","Revision Assessment","nose-revision-assessment","/images/treatments/photo-1650118791598-1c24d98d400b.jpg","Anti-Wrinkle (Forehead & Frown); Brow Shaping; Under-Eye (Tear Trough); Bio-Remodelling; Jawline Sharpening; Sclerotherapy"
"Face Contouring","V-Line Contouring","v-line-contouring","/images/treatments/photo-1745336670683-3b5586cb5f19.jpg","Baby Botox; Microtox / Skin Botox; Lip Enhancement; Earlobe Restoration; Men's Anti-Wrinkle; Underarm Treatment"
"Face Contouring","Double Chin Reduction","double-chin-reduction","/images/treatments/photo-1576157401730-e73772de4796.jpg","Jaw Slimming (Masseter); Underarm Sweat Treatment; Dermal Fillers; Temple Restoration; Men's Under-Eye Treatment; Palms & Soles Treatment"
"Face Contouring","Cheek Definition","cheek-definition","/images/treatments/photo-1670098073774-440ea94549d0.jpg","Underarm Sweat Control; Palm Sweat Treatment; Trapezius Slimming; Marionette Line Correction; PRP Facial Therapy; Filler Migration Correction"
"Face Contouring","Buccal Slimming (Non-Surgical)","buccal-slimming","/images/treatments/photo-1666446224369-2783384adf02.jpg","NCTF Mesotherapy; Neck Band Softening; Smile Line Softening; Calcium Hydroxylapatite Filler; Chemical Brow Lift; PRF Therapy"
"Face Contouring","Temple Restoration","temple-hollowing","/images/treatments/photo-1761819922656-d1b77eef49c0.jpg","PDO Mono Threads; Forehead Lines; Filler Dissolving; Scar Filling; Under-Eye Mesotherapy; Skin Booster Course"
"Face Contouring","Full Facial Balancing","facial-balancing","/images/treatments/photo-1785861485926-93a13556d656.jpg","Cog Thread Lift; Frown Lines; Cheek Augmentation; Intralesional Injection; Under-Eye PRP; Lip Hydration Boost"
"Face Contouring","Submental Fat Dissolving","double-chin-injection","/images/treatments/photo-1761819921052-2c34973e012c.jpg","Suspension Thread Lift; Crow's Feet; Tear Trough Filler; Tear Trough Correction; Liquid Rhinoplasty; Russian Lip Technique"
"Face Contouring","Buccal Fat Evaluation","buccal-fat-assessment","/images/treatments/photo-1781513144825-aa1e284c5950.jpg","Post-Acne Mark Fading; Gut–Skin Programme; Fungal Infection Treatment; Childhood Eczema Care"
"Face Contouring","Jaw Slimming Programme","jaw-slimming-programme","/images/treatments/photo-1785861378703-1c991c4548ef.jpg","Non-Surgical Brow Lift; Bunny Lines; Chin Projection; Crow's Feet Softening; Tip Lift & Refinement; Lip Border Definition"
"Face Contouring","Cheekbone Definition","cheekbone-definition","/images/treatments/photo-1785861084191-3600dfc2a6d6.jpg","Eight-Point Lift; Lip Flip; Jawline Contouring; Non-Surgical Eyelid Tightening; Nose Thread Lift; Perioral Line Treatment"
"Face Contouring","Facial Slimming HIFU","facial-slimming-hifu","/images/treatments/photo-1785861775561-c6db7da314a0.jpg","Carbon Laser Peel; Neck Tightening RF; Laser Genesis; Full Legs; Underarm & Intimate Lightening; Tattoo Fading for Cover-Up; Microwave Gland Treatment"
"Face Contouring","Neck Contouring","neck-contour","/images/treatments/photo-1730288951113-9cc087c14b83.jpg","Ultherapy; Vascular Laser; Excimer Laser; Full Legs; Diode Laser; Collagen Induction Therapy; Pelvic Floor Strengthening"
"Face Contouring","Facial Fat Transfer","facial-fat-grafting","/images/treatments/photo-1763310225108-9e16920156f3.jpg","Subcision; Sleep & Stress Review; Chronic Hives Workup; Teenage Acne Programme"
"Face Contouring","Facial Asymmetry Correction","asymmetry-correction","/images/treatments/photo-1785860945533-918a531bcdeb.jpg","Ballerina Lift; Chin Dimpling; Nasolabial Fold Softening; Under-Eye Brightening; Nostril Slimming; Corner Lift"
"Face Contouring","Smile Design Consultation","smile-line-design","/images/treatments/photo-1489278353717-f64c6ee8a4d2.jpg","Tooth Gem Application"
"Face Contouring","Chin & Neck Lift","chin-neck-lift","/images/treatments/photo-1732993486279-9d0f3b91adb2.jpg","Shurink Lifting; Non-Ablative Fractional Laser; Full Face; Bikini Line; Beard Line Shaping; Port Wine Stain Treatment; Bruise Clearing"
"Body & Fat Reduction","Fat Dissolving (Lipolysis)","fat-dissolving","/images/treatments/photo-1696841212541-449ca29397cc.jpg","Thigh Contouring"
"Body & Fat Reduction","Body Contouring","body-contouring","/images/treatments/photo-1519824145371-296894a0daa9.jpg","Back & Bra Line; Cracked Heel Treatment"
"Body & Fat Reduction","Cellulite Therapy","cellulite-therapy","/images/treatments/photo-1712638932314-e2b185ca0930.jpg","Bridal Body Polish; Callus & Corn Management"
"Body & Fat Reduction","Stretch Mark Therapy","stretch-mark-therapy","/images/treatments/photo-1741522509407-41cfe73b0b75.jpg","C-Section Scar Treatment; Complete Hand Programme"
"Body & Fat Reduction","Body Skin Tightening","skin-tightening-body","/images/treatments/photo-1617952986600-802f965dcdbc.jpg","Burn Scar Treatment; Leg Spider Veins"
"Body & Fat Reduction","Back & Body Acne","back-body-acne","/images/treatments/photo-1611073615830-9f76902c10fe.jpg","Early Stretch Mark Treatment; Nail Trauma Repair"
"Body & Fat Reduction","Fat Freezing","cryolipolysis","/images/treatments/photo-1544843776-7c98a52e08a4.jpg","Mature Stretch Mark Treatment; Post-Procedure Drainage"
"Body & Fat Reduction","Electromagnetic Muscle Sculpting","ems-muscle-sculpting","/images/treatments/photo-1488345979593-09db0f85545f.jpg","Scar Camouflage"
"Body & Fat Reduction","Ultrasonic Cavitation","cavitation","/images/treatments/photo-1554424518-336ec861b705.jpg","Hand Volume Restoration"
"Body & Fat Reduction","Body Skin Tightening","body-rf-tightening","/images/treatments/photo-1741522509438-a120c0bb5e88.jpg","Hand Rejuvenation"
"Body & Fat Reduction","Injection Lipolysis","lipolytic-injection","/images/treatments/photo-1746017062285-13c77e29fc25.jpg","Polynucleotide Therapy; Gummy Smile Correction; Chin & Jaw Contour; Collagen Stimulator; Dorsal Hump Camouflage; Lip Asymmetry Correction"
"Body & Fat Reduction","Cellulite Treatment","cellulite-treatment","/images/treatments/photo-1519823551278-64ac92734fb1.jpg","Back & Chest Acne"
"Body & Fat Reduction","Stretch Mark Resurfacing","stretch-mark-laser","/images/treatments/photo-1745327883508-b6cd32e5dde5.jpg","Underarm Brightening"
"Body & Fat Reduction","Post-Pregnancy Programme","post-pregnancy-programme","/images/treatments/photo-1639162906614-0603b0ae95fd.jpg","Body Fold Brightening"
"Body & Fat Reduction","Arm Contouring","arm-contouring","/images/treatments/photo-1544161515-4ab6ce6db874.jpg","Knuckle & Elbow Lightening"
"Body & Fat Reduction","Thigh Contouring","thigh-contouring","/images/treatments/photo-1696841212541-449ca29397cc.jpg","Fat Dissolving (Lipolysis)"
"Body & Fat Reduction","Back & Bra Line","back-bra-line","/images/treatments/photo-1519824145371-296894a0daa9.jpg","Body Contouring; Cracked Heel Treatment"
"Body & Fat Reduction","Body Composition Review","body-composition-review","/images/treatments/photo-1654781350550-0dc72ecb6fae.jpg","TCA CROSS; Clinical Nutrition Consult; Skin Biopsy; Infant Birthmark Review"
"IV Drips & Wellness","IV Wellness Drips","iv-wellness-drips","/images/treatments/photo-1669998966162-9837617177cd.jpg","Punch Excision; Antioxidant Infusion; Digital Dermoscopy; Hyperhidrosis Assessment; Brittle Nail Investigation"
"IV Drips & Wellness","Antioxidant Drip","glutathione-drip","/images/treatments/photo-1742280159636-3a06652ac9d9.jpg","Oral Retinoid Programme; Immunity Support Infusion; Eczema & Barrier Repair; Birthmark Assessment; Persistent Nappy Rash"
"IV Drips & Wellness","Deficiency Screening","deficiency-screening","/images/treatments/photo-1700760933574-9f0f4ea9aa3b.jpg","Keloid Management; Bridal Consultation; Sensitised Skin Reset; Plantar Sweat Treatment; Teen Skin Consultation"
"IV Drips & Wellness","Rehydration Drip","hydration-drip","/images/treatments/photo-1700760933941-3a06a28fbf47.jpg","Hypertrophic Scar Treatment; Shaving Acne & Ingrowns; Mole & Skin Check; Lash Line Health Review; Fungal Nail Treatment"
"IV Drips & Wellness","Skin Nutrition Plan","skin-nutrition-plan","/images/treatments/photo-1700760934166-4c766d708139.jpg","Hormonal Acne Assessment; Gynecomastia Assessment; Allergy Patch Testing; Cherry Angioma Removal; Ingrown Toenail Procedure"
"IV Drips & Wellness","Stress, Sleep & Skin","stress-sleep-skin","/images/treatments/photo-1616391182219-e080b4d1043a.jpg","Melasma Programme; Executive Skin Review; Full Skin Examination; Venous Assessment; Nail Psoriasis Care"
"IV Drips & Wellness","IV Hydration","iv-hydration","/images/treatments/photo-1589279003513-467d320f47eb.jpg","Tranexamic Acid Therapy; Rosacea Management; Teledermatology Review; Regenerative Consultation; Molluscum Contagiosum"
"IV Drips & Wellness","Vitamin C Infusion","vitamin-c-infusion","/images/treatments/photo-1706795033849-7ca391f007c5.jpg","Glutathione Infusion; Anti-Ageing Programme; Removal Assessment; Surgical Scar Revision; Children's Wart Treatment"
"IV Drips & Wellness","NAD+ Infusion","nad-infusion","/images/treatments/photo-1763310225009-50214e3c99d9.jpg","Active Acne Programme; Vitiligo Management; Mole Removal; Body Odour Management; Nail Pigment Band Review"
"IV Drips & Wellness","Iron Infusion","iron-infusion","/images/treatments/photo-1771946259544-f021c0fff49a.jpg","Acne Scar Revision; Dark Circle Assessment; Skin Tag Removal; Post-Partum Assessment; Post-Surgical Skin Care"
"IV Drips & Wellness","Skin Health Blood Panel","skin-blood-panel","/images/treatments/photo-1552256031-811fa8f0a7b1.jpg","Microneedling; Eye Bag Evaluation; Wart Treatment; Menopausal Skin Programme; Complication Review"
"IV Drips & Wellness","Hormone Assessment","hormone-panel","/images/treatments/photo-1784798340504-a0893a7743da.jpg","Chemical Peels; Milia Removal; Eczema Management; Intimate Pigmentation Care; Advanced Wound Care"
"IV Drips & Wellness","Food Sensitivity Review","food-sensitivity","/images/treatments/photo-1785861001619-b263ebd4e615.jpg","Medical Extraction; Xanthelasma Removal; Psoriasis Management; Lichen Sclerosus Management; Aftercare Planning"
"IV Drips & Wellness","Gut–Skin Programme","gut-skin-programme","/images/treatments/photo-1781513144825-aa1e284c5950.jpg","Post-Acne Mark Fading; Buccal Fat Evaluation; Fungal Infection Treatment; Childhood Eczema Care"
"IV Drips & Wellness","Sleep & Stress Review","sleep-stress-review","/images/treatments/photo-1763310225108-9e16920156f3.jpg","Subcision; Facial Fat Transfer; Chronic Hives Workup; Teenage Acne Programme"
"IV Drips & Wellness","Clinical Nutrition Consult","nutrition-consult","/images/treatments/photo-1654781350550-0dc72ecb6fae.jpg","TCA CROSS; Body Composition Review; Skin Biopsy; Infant Birthmark Review"
"IV Drips & Wellness","Antioxidant Infusion","antioxidant-drip","/images/treatments/photo-1669998966162-9837617177cd.jpg","Punch Excision; IV Wellness Drips; Digital Dermoscopy; Hyperhidrosis Assessment; Brittle Nail Investigation"
"IV Drips & Wellness","Immunity Support Infusion","immunity-support","/images/treatments/photo-1742280159636-3a06652ac9d9.jpg","Oral Retinoid Programme; Antioxidant Drip; Eczema & Barrier Repair; Birthmark Assessment; Persistent Nappy Rash"
"Bridal & Pre-Event","Four-Week Polish","one-month-bridal","/images/treatments/photo-1643684391140-c5056cfd3436.jpg","Bio-Remodelling Therapy"
"Bridal & Pre-Event","Week-Of Facial","week-of-facial","/images/treatments/photo-1570172619644-dfd03ed5d881.jpg","Medi-Facial (Hydra)"
"Bridal & Pre-Event","Bridal Body Polish","bridal-body-polish","/images/treatments/photo-1712638932314-e2b185ca0930.jpg","Cellulite Therapy; Callus & Corn Management"
"Bridal & Pre-Event","Bridal Hair Programme","bridal-hair-programme","/images/treatments/photo-1670347850299-dfd2821b5a1f.jpg","Hairline Design"
"Bridal & Pre-Event","Engagement Glow","engagement-glow","/images/treatments/photo-1731514771613-991a02407132.jpg","Brightening Protocol"
"Bridal & Pre-Event","Bridal Consultation","bridal-trial-consult","/images/treatments/photo-1700760933574-9f0f4ea9aa3b.jpg","Keloid Management; Deficiency Screening; Sensitised Skin Reset; Plantar Sweat Treatment; Teen Skin Consultation"
"Bridal & Pre-Event","Post-Event Recovery","post-wedding-recovery","/images/treatments/photo-1544717304-a2db4a7b16ee.jpg","Exosome Therapy"
"Men's Aesthetics","Jawline Sharpening","mens-jawline","/images/treatments/photo-1650118791598-1c24d98d400b.jpg","Anti-Wrinkle (Forehead & Frown); Brow Shaping; Under-Eye (Tear Trough); Bio-Remodelling; Revision Assessment; Sclerotherapy"
"Men's Aesthetics","Shaving Acne & Ingrowns","mens-acne","/images/treatments/photo-1700760933941-3a06a28fbf47.jpg","Hypertrophic Scar Treatment; Rehydration Drip; Mole & Skin Check; Lash Line Health Review; Fungal Nail Treatment"
"Men's Aesthetics","Hairline Restoration","mens-hairline","/images/treatments/photo-1557508103-5a4308dc24bb.jpg","Hair Fall Diagnostics"
"Men's Aesthetics","Men's Anti-Wrinkle","mens-anti-wrinkle","/images/treatments/photo-1745336670683-3b5586cb5f19.jpg","Baby Botox; Microtox / Skin Botox; Lip Enhancement; Earlobe Restoration; V-Line Contouring; Underarm Treatment"
"Men's Aesthetics","Razor Bump Treatment","razor-bumps","/images/treatments/photo-1761819920857-7edc5e808fd3.jpg","Monopolar RF Lifting; Picosecond Laser; Underarms; Back & Shoulders; Chest & Abdomen; Hand Pigmentation Treatment"
"Men's Aesthetics","Gynecomastia Assessment","gynecomastia-assessment","/images/treatments/photo-1700760934166-4c766d708139.jpg","Hormonal Acne Assessment; Skin Nutrition Plan; Allergy Patch Testing; Cherry Angioma Removal; Ingrown Toenail Procedure"
"Men's Aesthetics","Men's Body Hair Reduction","mens-body-hair","/images/treatments/photo-1761819922058-d15028ed9817.jpg","Neck & Décolleté Lift; IPL Photofacial; Thulium Laser; Bikini & Intimate; PCOS Facial Hair Programme; De-Tan Programme; Nail Fungus Laser"
"Men's Aesthetics","Men's Under-Eye Treatment","mens-dark-circles","/images/treatments/photo-1576157401730-e73772de4796.jpg","Jaw Slimming (Masseter); Underarm Sweat Treatment; Dermal Fillers; Temple Restoration; Double Chin Reduction; Palms & Soles Treatment"
"Men's Aesthetics","Tattoo Removal","mens-tattoo-removal","/images/treatments/photo-1598300195998-364bf445842c.jpg","Collagen Biostimulators; Fractional Resurfacing; Insulated RF Microneedling; Beard Shaping (Men); Low-Level Laser Therapy; Dark Circle Correction; Lip Pigmentation Treatment"
"Men's Aesthetics","Men's Scalp Treatment","mens-scalp-detox","/images/treatments/photo-1761819921384-819b969a6dfc.jpg","PRP Scalp Therapy"
"Men's Aesthetics","Executive Skin Review","mens-executive-package","/images/treatments/photo-1616391182219-e080b4d1043a.jpg","Melasma Programme; Stress, Sleep & Skin; Full Skin Examination; Venous Assessment; Nail Psoriasis Care"
"Smile Aesthetics","Professional Whitening","teeth-whitening","/images/treatments/photo-1606811971618-4486d14f3f99.jpg","Night Guard"
"Smile Aesthetics","Clear Aligners","clear-aligners","/images/treatments/photo-1677026010083-78ec7f1b84ed.jpg","Dental Aesthetic Consult"
"Smile Aesthetics","Tooth Gem Application","teeth-jewellery","/images/treatments/photo-1489278353717-f64c6ee8a4d2.jpg","Smile Design Consultation"
"Smile Aesthetics","Night Guard","night-guard","/images/treatments/photo-1606811971618-4486d14f3f99.jpg","Professional Whitening"
"Smile Aesthetics","Dental Aesthetic Consult","dental-consult","/images/treatments/photo-1677026010083-78ec7f1b84ed.jpg","Clear Aligners"
"Medical Dermatology","Rosacea Management","rosacea-treatment","/images/treatments/photo-1589279003513-467d320f47eb.jpg","Tranexamic Acid Therapy; IV Hydration; Teledermatology Review; Regenerative Consultation; Molluscum Contagiosum"
"Medical Dermatology","Anti-Ageing Programme","anti-aging-program","/images/treatments/photo-1706795033849-7ca391f007c5.jpg","Glutathione Infusion; Vitamin C Infusion; Removal Assessment; Surgical Scar Revision; Children's Wart Treatment"
"Medical Dermatology","Eczema & Barrier Repair","eczema-barrier","/images/treatments/photo-1742280159636-3a06652ac9d9.jpg","Oral Retinoid Programme; Antioxidant Drip; Immunity Support Infusion; Birthmark Assessment; Persistent Nappy Rash"
"Medical Dermatology","Sensitised Skin Reset","sensitive-skin","/images/treatments/photo-1700760933574-9f0f4ea9aa3b.jpg","Keloid Management; Deficiency Screening; Bridal Consultation; Plantar Sweat Treatment; Teen Skin Consultation"
"Medical Dermatology","Mole & Skin Check","mole-check","/images/treatments/photo-1700760933941-3a06a28fbf47.jpg","Hypertrophic Scar Treatment; Rehydration Drip; Shaving Acne & Ingrowns; Lash Line Health Review; Fungal Nail Treatment"
"Medical Dermatology","Allergy Patch Testing","patch-testing","/images/treatments/photo-1700760934166-4c766d708139.jpg","Hormonal Acne Assessment; Skin Nutrition Plan; Gynecomastia Assessment; Cherry Angioma Removal; Ingrown Toenail Procedure"
"Medical Dermatology","Full Skin Examination","full-skin-check","/images/treatments/photo-1616391182219-e080b4d1043a.jpg","Melasma Programme; Stress, Sleep & Skin; Executive Skin Review; Venous Assessment; Nail Psoriasis Care"
"Medical Dermatology","Digital Dermoscopy","dermoscopy","/images/treatments/photo-1669998966162-9837617177cd.jpg","Punch Excision; IV Wellness Drips; Antioxidant Infusion; Hyperhidrosis Assessment; Brittle Nail Investigation"
"Medical Dermatology","Mole Removal","mole-removal","/images/treatments/photo-1763310225009-50214e3c99d9.jpg","Active Acne Programme; Vitiligo Management; NAD+ Infusion; Body Odour Management; Nail Pigment Band Review"
"Medical Dermatology","Skin Tag Removal","skin-tag-removal","/images/treatments/photo-1771946259544-f021c0fff49a.jpg","Acne Scar Revision; Dark Circle Assessment; Iron Infusion; Post-Partum Assessment; Post-Surgical Skin Care"
"Medical Dermatology","Wart Treatment","wart-treatment","/images/treatments/photo-1552256031-811fa8f0a7b1.jpg","Microneedling; Eye Bag Evaluation; Skin Health Blood Panel; Menopausal Skin Programme; Complication Review"
